time,algae,rotifers,egg-ratio,eggs,dead animals,external medium
170.14,0.31,23.08,0.15,3.41,0.2,80.0
171.12,0.1,13.24,0.14,1.81,0.0,80.0
172.0,0.25,5.62,0.14,0.8,1.61,80.0
172.97,0.3,6.42,0.44,2.81,0.6,80.0
174.0,0.27,3.41,0.35,1.2,0.2,80.0
175.05,0.35,1.4,0.14,0.2,0.0,80.0
176.04,0.39,10.23,0.33,3.41,0.4,80.0
177.24,0.24,14.45,0.08,1.2,0.0,80.0
178.06,0.17,13.04,0.08,1.0,0.0,80.0
178.98,0.33,10.03,0.06,0.6,0.4,80.0
180.05,0.32,8.63,0.21,1.81,0.0,80.0
181.04,0.2,9.63,0.25,2.41,0.0,80.0
