time,algae,rotifers,egg-ratio,eggs,dead animals,external medium
166.87,3.82,74.25,0.15,4.82,6.02,160.0
167.85,2.28,19.67,0.51,3.01,1.2,160.0
168.87,2.53,7.83,0.83,4.01,1.2,160.0
170.05,6.1,10.64,0.83,8.83,0.2,160.0
171.04,6.41,20.27,0.89,18.06,1.0,160.0
171.86,4.42,47.76,0.93,44.55,0.6,160.0
172.87,5.05,98.33,0.2,19.47,1.2,160.0
174.05,3.72,76.46,0.02,1.81,5.22,160.0
174.86,3.19,60.4,0.18,10.84,2.41,160.0
176.06,2.02,41.74,0.49,20.27,2.01,160.0
177.15,2.43,36.52,0.1,3.61,3.21,160.0
178.0,1.63,36.12,0.45,16.25,1.0,160.0
179.15,1.7,39.93,0.1,4.01,1.61,160.0
179.89,1.53,17.26,0.28,4.82,2.01,160.0
180.87,3.98,31.1,0.56,17.46,0.8,160.0
181.86,2.49,32.91,0.55,18.06,2.21,160.0
182.87,2.28,65.82,0.33,21.67,3.61,160.0
183.87,2.46,80.07,0.5,39.93,4.21,160.0
185.17,2.4,41.74,0.1,4.01,5.82,160.0
185.87,2.3,28.29,0.11,3.01,5.22,160.0
186.9,1.39,21.67,0.24,5.22,3.01,160.0
187.89,1.56,8.23,0.34,2.81,0.8,160.0
188.92,2.51,36.32,0.48,17.46,3.01,160.0
189.93,1.17,55.99,0.33,18.26,2.01,160.0
191.0,1.72,71.44,0.18,13.04,2.01,160.0
191.97,1.53,52.98,0.22,11.84,3.81,160.0
192.91,1.35,40.94,0.18,7.42,3.21,160.0
193.9,2.66,31.71,0.35,11.04,5.22,160.0
194.88,2.24,22.07,0.32,7.02,3.41,160.0
195.89,2.17,20.07,0.14,2.81,1.0,160.0
196.94,2.03,20.07,0.14,2.81,1.0,160.0
198.16,1.38,43.14,0.31,13.44,1.61,160.0
198.93,1.98,55.99,0.45,25.28,2.81,160.0
199.9,2.0,33.91,0.23,7.83,6.82,160.0
200.91,1.95,59.0,0.69,40.94,6.02,160.0
202.0,0.63,41.74,0.26,11.04,3.21,160.0
202.88,1.34,33.71,0.05,1.61,2.01,160.0
204.0,2.34,22.07,0.11,2.41,3.01,160.0
205.24,2.95,18.86,0.44,8.23,1.61,160.0
205.96,2.36,29.7,0.28,8.23,1.0,160.0
206.97,1.83,55.99,0.27,15.05,3.21,160.0
207.87,4.96,96.52,0.38,36.52,2.01,160.0
208.87,3.45,60.0,0.06,3.81,11.04,160.0
210.05,4.53,30.5,0.11,3.21,7.83,160.0
210.87,4.58,17.86,0.7,12.44,3.81,160.0
212.2,4.9,28.09,0.78,21.87,2.01,160.0
212.86,4.26,51.97,0.81,42.34,2.01,160.0
213.89,3.76,100.13,0.31,31.1,9.03,160.0
214.87,3.05,50.37,0.13,6.42,8.03,160.0
215.86,2.22,32.91,0.23,7.42,9.03,160.0
217.05,1.81,15.85,1.06,16.86,5.42,160.0
217.87,3.07,28.9,0.81,23.28,3.61,160.0
218.89,3.28,50.37,0.36,18.06,2.01,160.0
220.23,5.67,63.41,0.21,13.04,1.61,160.0
220.9,4.81,85.08,0.21,18.06,2.01,160.0
221.84,4.39,55.99,0.15,8.23,1.61,160.0
222.88,5.8,32.11,0.14,4.41,4.41,160.0
224.0,3.87,24.28,0.05,1.2,3.41,160.0
225.0,6.78,15.85,0.11,1.81,2.81,160.0
226.04,1.62,34.92,0.36,12.64,2.21,160.0
227.02,1.9,24.68,0.39,9.63,2.21,160.0
228.01,1.34,39.93,0.36,14.25,1.4,160.0
229.07,1.55,40.33,0.21,8.43,2.21,160.0
229.99,1.43,19.47,0.2,3.81,1.61,160.0
