time,algae,rotifers,egg-ratio,eggs,dead animals,external medium
48.89,2.95,2.61,0.31,0.8,0.4,0.0
49.9,3.54,6.82,0.56,3.81,0.0,0.0
50.92,2.35,5.22,0.58,3.01,0.0,0.0
51.91,2.35,12.84,0.17,2.21,0.8,0.0
52.85,0.8,2.41,0.0,0.0,0.0,160.0
53.97,0.39,3.61,0.0,0.0,0.0,160.0
54.86,0.36,4.62,0.09,0.4,1.0,160.0
55.87,0.84,4.41,0.41,1.81,1.61,160.0
56.89,1.6,6.02,0.37,2.21,0.8,0.0
57.87,3.06,18.26,0.2,3.61,0.4,0.0
58.85,1.39,29.7,0.15,4.41,0.8,0.0
59.91,0.62,21.27,0.08,1.81,1.0,0.0
61.01,0.3,8.43,0.0,0.0,4.82,160.0
62.06,0.1,1.81,0.0,0.0,0.4,160.0
62.89,0.2,0.4,0.0,0.0,0.0,160.0
63.93,0.84,0.0,0.045,0.2,0.8,160.0
64.86,3.31,4.62,0.09,0.4,0.0,0.0
65.9,3.81,0.8,0.0,0.0,0.0,0.0
66.88,2.49,3.61,0.22,0.8,1.0,0.0
68.22,1.36,5.62,0.21,1.2,0.2,0.0
69.3,0.78,8.03,0.1,0.8,0.0,160.0
69.86,0.44,7.02,0.09,0.6,0.0,160.0
70.9,0.39,5.82,0.55,3.21,1.61,160.0
71.93,0.58,2.01,0.0,0.0,0.0,160.0
72.88,1.29,12.44,0.47,5.82,1.0,0.0
73.88,1.5,25.49,0.27,6.82,0.6,0.0
75.01,0.55,34.52,0.09,3.21,0.8,0.0
76.0,0.14,19.87,0.05,1.0,2.41,0.0
76.87,0.14,1.61,0.0,0.0,5.22,160.0
77.84,0.13,0.0,0.0,0.0,0.4,160.0
78.88,0.12,0.4,0.0,0.0,2.41,160.0
79.92,0.6,0.0,0.25,0.0,0.2,160.0
80.91,2.03,0.0,0.5,0.0,0.4,0.0
82.12,3.25,0.0,0.75,0.0,0.4,0.0
82.93,1.66,0.2,1.0,0.2,0.6,0.0
83.85,1.08,0.0,0.5,0.0,0.0,0.0
84.93,1.31,0.2,0.0,0.0,0.2,160.0
85.92,0.7,1.0,0.6,0.6,0.0,160.0
86.93,0.95,1.4,1.43,2.01,0.0,160.0
87.87,1.38,2.41,0.5,1.2,0.0,160.0
89.07,2.12,24.28,0.61,14.85,1.0,0.0
89.92,1.68,54.58,0.33,18.06,0.8,0.0
90.84,0.41,44.55,0.1,4.62,1.61,0.0
91.89,0.14,7.83,0.0,0.0,3.01,0.0
92.86,0.14,8.83,0.11,1.0,2.41,160.0
93.92,0.18,5.02,0.28,1.4,1.2,160.0
94.89,0.26,2.61,0.62,1.61,1.0,160.0
96.1,0.57,8.23,0.34,2.81,0.8,160.0
97.07,0.74,17.46,0.38,6.62,0.4,0.0
97.87,1.08,20.47,0.37,7.63,0.4,0.0
98.93,1.02,46.35,0.38,17.46,1.0,0.0
99.91,0.64,23.88,0.09,2.21,0.8,0.0
100.93,0.49,25.49,0.05,1.2,2.01,160.0
101.88,0.36,11.04,0.05,0.6,3.01,160.0
102.99,0.32,7.22,0.11,0.8,0.8,160.0
103.91,0.35,4.01,0.4,1.61,0.6,160.0
104.89,0.65,4.21,1.14,4.82,0.2,0.0
105.92,1.54,4.01,0.05,0.2,1.81,0.0
106.92,1.24,25.69,0.2,5.22,0.6,0.0
107.9,0.52,9.43,0.06,0.6,0.8,0.0
108.92,0.37,18.26,0.05,1.0,1.0,160.0
109.94,0.12,16.66,0.16,2.61,0.4,160.0
110.95,0.11,6.82,0.0,0.0,0.6,160.0
111.86,0.2,2.41,0.0,0.0,0.0,160.0
112.84,1.21,2.01,1.1,2.21,2.81,0.0
113.91,1.76,5.22,0.65,3.41,2.21,0.0
114.91,1.25,12.24,0.41,5.02,0.4,0.0
115.96,0.61,13.65,0.15,2.01,0.2,0.0
116.97,0.33,8.23,0.1,0.8,0.8,160.0
117.94,0.21,6.42,0.22,1.4,0.8,160.0
118.89,0.2,5.62,0.21,1.2,0.8,160.0
119.88,0.23,5.02,0.68,3.41,0.8,160.0
120.9,0.87,6.42,0.81,5.22,0.6,0.0
121.91,1.22,15.05,0.85,12.84,1.2,0.0
122.9,0.73,19.47,0.24,4.62,1.0,0.0
123.96,0.35,18.06,0.13,2.41,2.41,0.0
125.05,0.27,10.03,0.14,1.4,2.41,160.0
125.89,0.16,6.42,0.16,1.0,2.01,160.0
126.93,0.19,3.01,0.27,0.8,1.0,160.0
127.91,0.1,1.4,0.57,0.8,0.4,160.0
128.89,0.71,2.81,0.93,2.61,1.0,0.0
129.9,0.9,5.42,0.33,1.81,0.4,0.0
131.04,1.05,14.25,0.27,3.81,0.0,0.0
131.99,0.56,9.43,0.19,1.81,0.0,0.0
132.9,0.44,4.21,0.24,1.0,0.0,160.0
133.92,0.68,9.43,0.85,8.03,0.0,160.0
134.94,0.5,14.25,0.23,3.21,0.0,160.0
135.91,0.71,20.87,0.19,4.01,0.0,160.0
136.89,0.57,20.27,0.21,4.21,0.0,0.0
138.02,0.57,5.22,0.04,0.2,0.0,0.0
138.89,0.18,16.45,0.12,2.01,1.0,0.0
139.88,0.14,8.63,0.0,0.0,1.0,0.0
140.9,0.42,2.61,0.0,0.0,0.4,160.0
141.89,0.29,4.01,0.05,0.2,1.0,160.0
142.88,0.18,3.61,0.28,1.0,0.8,160.0
143.87,0.69,6.22,0.58,3.61,0.4,160.0
144.95,0.56,7.63,0.13,1.0,0.0,0.0
145.97,1.0,8.43,0.38,3.21,0.0,0.0
146.91,0.19,4.62,0.0,0.0,0.0,0.0
147.91,0.15,15.85,0.37,5.82,0.4,0.0
148.94,0.49,27.09,0.27,7.22,0.8,160.0
149.9,0.57,29.7,0.18,5.22,0.6,160.0
150.88,0.35,22.27,0.11,2.41,1.2,160.0
151.94,0.32,25.28,0.16,4.01,1.2,160.0
152.92,0.14,14.25,0.03,0.4,0.6,0.0
153.9,0.16,4.82,0.0,0.0,1.61,0.0
154.86,0.52,3.41,0.47,1.61,0.8,0.0
155.82,1.41,7.22,0.53,3.81,0.6,0.0
156.93,0.79,12.84,0.14,1.81,1.0,160.0
157.9,0.48,17.06,0.25,4.21,0.8,160.0
158.86,0.41,14.25,0.37,5.22,0.6,160.0
159.93,0.41,12.84,0.06,0.8,0.6,160.0
160.92,0.21,6.62,0.06,0.4,0.4,0.0
161.89,1.5,8.23,0.34,2.81,0.2,0.0
162.91,1.57,9.43,0.3,2.81,0.6,0.0
163.89,1.37,23.68,0.67,15.85,0.0,0.0
164.92,0.77,20.67,0.2,4.21,0.4,160.0
165.84,0.15,20.27,0.06,1.2,0.6,160.0
166.83,0.06,9.83,0.02,0.2,0.0,160.0
167.92,0.09,1.2,0.0,0.0,1.0,160.0
168.87,0.39,1.0,0.0,0.0,0.4,0.0
169.89,0.72,0.4,0.0,0.0,0.4,0.0
170.94,1.31,3.61,0.22,0.8,1.2,0.0
171.88,2.63,2.21,0.73,1.61,0.8,0.0
172.93,0.97,4.41,0.59,2.61,0.4,160.0
173.82,0.42,9.23,0.11,1.0,0.2,160.0
174.89,0.21,6.82,0.18,1.2,0.2,160.0
175.91,0.46,6.22,1.0,6.22,0.4,160.0
176.9,0.84,5.02,1.2,6.02,0.4,0.0
177.94,1.07,13.85,0.48,6.62,1.0,0.0
178.88,0.65,20.07,0.16,3.21,0.6,0.0
179.84,0.19,19.26,0.05,1.0,0.6,0.0
180.86,0.13,11.44,0.05,0.6,0.2,160.0
181.86,0.13,2.21,0.18,0.4,0.6,160.0
182.99,0.33,3.21,0.13,0.4,0.8,160.0
